1744271413734416896, 1744271413734602752, 1/18, O
1744271413734602752, 1744271413734791936, 1/15, O
1744271413734791936, 1744271413734978048, 1/18, O
1744271413734978048, 1744271413735164160, 1/19, O
1744271413735164160, 1744271413735350016, 1/18, O
1744271413735350016, 1744271413735535872, 1/19, O
1744271413735535872, 1744271413735721984, 1/18, O
1744271413735721984, 1744271413735909376, 1/18, O
1744271413735909376, 1744271413736095488, 1/19, O
1744271413736095488, 1744271413736282880, 1/18, O
1744271413736282880, 1744271413736472320, 1/14, O
1744271413736472320, 1744271413736658688, 1/18, O
1744271413736658688, 1744271413736844032, 1/19, O
1744271413736844032, 1744271413737033728, 2/10, O
1744271413737033728, 1744271413737220352, 1/16, O
1744271413737220352, 1744271413737406976, 1/19, O
1744271413737406976, 1744271413737592832, 1/18, O
1744271413737592832, 1744271413737781504, 1/18, O
1744271413737781504, 1744271413737967872, 1/19, O
1744271413737967872, 1744271413738155520, 1/17, O
1744271413738155520, 1744271413738343680, 1/16, O
1744271413738343680, 1744271413738530048, 1/18, O
1744271413738530048, 1744271413738716160, 1/19, O
1744271413738716160, 1744271413738902016, 1/18, O
1744271413738902016, 1744271413739090176, 1/18, O
1744271413739090176, 1744271413739276032, 1/19, O
1744271413739276032, 1744271413739463168, 1/18, O
1744271413739463168, 1744271413739649536, 1/19, O
1744271413739649536, 1744271413739835904, 1/18, O
1744271413739835904, 1744271413740025088, 1/15, O
1744271413740025088, 1744271413740211456, 1/19, O
1744271413740211456, 1744271413740397568, 1/18, O
1744271413740397568, 1744271413740583168, 1/18, O
1744271413740583168, 1744271413740769024, 1/19, O
1744271413740769024, 1744271413740949504, 1/16, O
1744271413740949504, 1744271413741136128, 1/18, O
1744271413741136128, 1744271413741323776, 1/19, O
1744271413741323776, 1744271413741510656, 1/18, O
1744271413741510656, 1744271413741699328, 1/15, O
1744271413741699328, 1744271413741886208, 1/18, O
1744271413741886208, 1744271413742072320, 1/18, O
1744271413742072320, 1744271413742258176, 1/19, O
1744271413742258176, 1744271413742444544, 1/18, O
1744271413742444544, 1744271413742630400, 1/19, O
1744271413742630400, 1744271413742816256, 1/18, O
1744271413742816256, 1744271413743002112, 1/19, O
1744271413743002112, 1744271413743187712, 1/18, O
1744271413743187712, 1744271413743376896, 1/15, O
1744271413743376896, 1744271413743563264, 1/18, O
1744271413743563264, 1744271413743748864, 1/18, O
1744271413743748864, 1744271413743934720, 1/19, O
1744271413743934720, 1744271413744120576, 1/18, O
1744271413744120576, 1744271413744306176, 1/19, O
1744271413744306176, 1744271413744492288, 1/18, O
1744271413744492288, 1744271413744678144, 1/19, O
1744271413744678144, 1744271413744864000, 1/18, O
1744271413744864000, 1744271413745057024, 2/7, O
1744271413745057024, 1744271413745247488, 1/15, O
1744271413745247488, 1744271413745433600, 1/19, O
1744271413745433600, 1744271413745620992, 1/18, O
1744271413745620992, 1744271413745807360, 1/18, O
1744271413745807360, 1744271413745993984, 1/19, O
1744271413745993984, 1744271413746180608, 1/18, O
1744271413746180608, 1744271413746367232, 1/19, O
1744271413746367232, 1744271413746553088, 1/18, O
1744271413746553088, 1744271413746739456, 1/18, O
1744271413746739456, 1744271413746928896, 1/15, O
1744271413746928896, 1744271413747115520, 1/19, O
1744271413747115520, 1744271413747302400, 1/18, O
1744271413747302400, 1744271413747488256, 1/18, O
1744271413747488256, 1744271413747674368, 1/19, O
1744271413747674368, 1744271413747862528, 1/18, O
1744271413747862528, 1744271413748048896, 1/18, O
1744271413748048896, 1744271413748236288, 1/19, O
1744271413748236288, 1744271413748422144, 1/18, O
1744271413748422144, 1744271413748612608, 1/14, O
1744271413748612608, 1744271413748799744, 1/18, O
1744271413748799744, 1744271413748951040, 1/12, O
1744271413748951040, 1744271413749137408, 1/18, O
1744271413749137408, 1744271413749324544, 1/18, O
1744271413749324544, 1744271413749511680, 1/19, O
1744271413749511680, 1744271413749697792, 1/18, O
1744271413749697792, 1744271413749883904, 1/19, O
1744271413749883904, 1744271413750069760, 1/18, O
1744271413750069760, 1744271413750259200, 1/15, O
1744271413750259200, 1744271413750447104, 1/18, O
1744271413750447104, 1744271413750633216, 1/19, O
1744271413750633216, 1744271413750819072, 1/18, O
1744271413750819072, 1744271413751005184, 1/18, O
1744271413751005184, 1744271413751192832, 1/19, O
1744271413751192832, 1744271413751379200, 1/18, O
1744271413751379200, 1744271413751564800, 1/19, O
1744271413751564800, 1744271413751750656, 1/18, O
1744271413751750656, 1744271413751941376, 1/15, O
1744271413751941376, 1744271413752128512, 1/18, O
1744271413752128512, 1744271413752314624, 1/19, O
1744271413752314624, 1744271413752500224, 1/18, O
1744271413752500224, 1744271413752685824, 1/18, O
1744271413752685824, 1744271413752873216, 1/19, O
1744271413752873216, 1744271413753070080, 2/8, O
1744271413753070080, 1744271413753260032, 1/18, O
1744271413753260032, 1744271413753446912, 1/18, O
1744271413753446912, 1744271413753633536, 1/19, O
1744271413753633536, 1744271413753822208, 1/14, O
1744271413753822208, 1744271413754009344, 1/19, O
1744271413754009344, 1744271413754196480, 1/18, O
1744271413754196480, 1744271413754383616, 1/19, O
1744271413754383616, 1744271413754569728, 1/18, O
1744271413754569728, 1744271413754756608, 1/18, O
1744271413754756608, 1744271413754942208, 1/19, O
1744271413754942208, 1744271413755127808, 1/18, O
1744271413755127808, 1744271413755313664, 1/19, O
1744271413755313664, 1744271413755503104, 1/14, O
1744271413755503104, 1744271413755689728, 1/19, O
1744271413755689728, 1744271413755875840, 1/18, O
1744271413755875840, 1744271413756061696, 1/18, O
1744271413756061696, 1744271413756249856, 1/19, O
1744271413756249856, 1744271413756435968, 1/18, O
1744271413756435968, 1744271413756647168, 1/18, O
1744271413756647168, 1744271413756833280, 1/19, O
1744271413756833280, 1744271413757022464, 1/14, O
1744271413757022464, 1744271413757214464, 1/16, O
1744271413757214464, 1744271413757401600, 1/17, O
1744271413757401600, 1744271413757588736, 1/19, O
1744271413757588736, 1744271413757774592, 1/18, O
1744271413757774592, 1744271413757962752, 1/18, O
1744271413757962752, 1744271413758149120, 1/19, O
1744271413758149120, 1744271413758334720, 1/18, O
1744271413758334720, 1744271413758520576, 1/19, O
1744271413758520576, 1744271413758706688, 1/18, O
1744271413758706688, 1744271413758894336, 1/17, O
1744271413758894336, 1744271413759082240, 1/16, O
1744271413759082240, 1744271413759268096, 1/19, O
1744271413759268096, 1744271413759453952, 1/18, O
1744271413759453952, 1744271413759640064, 1/18, O
1744271413759640064, 1744271413759826432, 1/19, O
1744271413759826432, 1744271413760012544, 1/18, O
1744271413760012544, 1744271413760198144, 1/19, O
1744271413760198144, 1744271413760384256, 1/18, O
1744271413760384256, 1744271413760569856, 1/19, O
1744271413760569856, 1744271413760759040, 1/15, O
1744271413760759040, 1744271413761015040, 1/17, O
1744271413761015040, 1744271413761204480, 1/18, O
1744271413761204480, 1744271413761391872, 1/19, O
1744271413761391872, 1744271413761577728, 1/18, O
1744271413761577728, 1744271413761763584, 1/18, O
1744271413761763584, 1744271413761949440, 1/19, O
1744271413761949440, 1744271413762135040, 1/18, O
1744271413762135040, 1744271413762321664, 1/18, O
1744271413762321664, 1744271413762511360, 1/15, O
1744271413762511360, 1744271413762697472, 1/19, O
1744271413762697472, 1744271413762883584, 1/18, O
1744271413762883584, 1744271413763069696, 1/18, O
1744271413763069696, 1744271413763255296, 1/19, O
1744271413763255296, 1744271413763441152, 1/18, O
1744271413763441152, 1744271413763626752, 1/19, O
1744271413763626752, 1744271413763812864, 1/18, O
1744271413763812864, 1744271413763998976, 1/19, O
1744271413763998976, 1744271413764187904, 1/14, O
1744271413764187904, 1744271413764374272, 1/18, O
1744271413764374272, 1744271413764560128, 1/19, O
1744271413764560128, 1744271413764745984, 1/18, O
1744271413764745984, 1744271413764962304, 1/19, O
1744271413764962304, 1744271413765152768, 1/13, O
1744271413765152768, 1744271413765339136, 1/19, O
1744271413765339136, 1744271413765525504, 1/18, O
1744271413765525504, 1744271413765711104, 1/18, O
1744271413765711104, 1744271413765900288, 1/15, O
1744271413765900288, 1744271413766086144, 1/18, O
1744271413766086144, 1744271413766272000, 1/19, O
1744271413766272000, 1744271413766458624, 1/18, O
1744271413766458624, 1744271413766644992, 1/19, O
1744271413766644992, 1744271413766830848, 1/18, O
1744271413766830848, 1744271413767016704, 1/18, O
1744271413767016704, 1744271413767202560, 1/19, O
1744271413767202560, 1744271413767388672, 1/18, O
1744271413767388672, 1744271413767578112, 1/15, O
1744271413767578112, 1744271413767764480, 1/19, O
1744271413767764480, 1744271413767950336, 1/18, O
1744271413767950336, 1744271413768137472, 1/18, O
1744271413768137472, 1744271413768323840, 1/19, O
1744271413768323840, 1744271413768509696, 1/18, O
1744271413768509696, 1744271413768695552, 1/19, O
1744271413768695552, 1744271413768881152, 1/18, O
1744271413768881152, 1744271413769070848, 1/9, O
1744271413769070848, 1744271413769258752, 2/16, O
1744271413769258752, 1744271413769448192, 1/15, O
1744271413769448192, 1744271413769634560, 1/18, O
1744271413769634560, 1744271413769820672, 1/19, O
1744271413769820672, 1744271413770006272, 1/18, O
1744271413770006272, 1744271413770191872, 1/18, O
1744271413770191872, 1744271413770377472, 1/19, O
1744271413770377472, 1744271413770563584, 1/18, O
1744271413770563584, 1744271413770749184, 1/19, O
1744271413770749184, 1744271413770935040, 1/18, O
1744271413770935040, 1744271413771124224, 1/15, O
1744271413771124224, 1744271413771311872, 1/18, O
1744271413771311872, 1744271413771498240, 1/19, O
1744271413771498240, 1744271413771684096, 1/18, O
1744271413771684096, 1744271413771870208, 1/18, O
1744271413771870208, 1744271413772055808, 1/19, O
1744271413772055808, 1744271413772241664, 1/18, O
1744271413772241664, 1744271413772428288, 1/19, O
1744271413772428288, 1744271413772614400, 1/18, O
1744271413772614400, 1744271413772804096, 1/14, O
1744271413772804096, 1744271413772990976, 2/16, O
1744271413772990976, 1744271413773177344, 1/18, O
1744271413773177344, 1744271413773363712, 1/18, O
1744271413773363712, 1744271413773549312, 1/19, O
1744271413773549312, 1744271413773735168, 1/18, O
1744271413773735168, 1744271413773921280, 1/19, O
1744271413773921280, 1744271413774107136, 1/18, O
1744271413774107136, 1744271413774292992, 1/19, O
1744271413774292992, 1744271413774481664, 1/15, O
1744271413774481664, 1744271413774671104, 1/18, O
1744271413774671104, 1744271413774858752, 1/18, O
1744271413774858752, 1744271413775044864, 1/19, O
1744271413775044864, 1744271413775231488, 1/18, O
1744271413775231488, 1744271413775417344, 1/19, O
1744271413775417344, 1744271413775605760, 1/18, O
1744271413775605760, 1744271413775793664, 1/18, O
1744271413775793664, 1744271413775981312, 1/18, O
1744271413775981312, 1744271413776190208, 1/17, O
1744271413776190208, 1744271413776379648, 1/17, O
1744271413776379648, 1744271413776567296, 1/18, O
1744271413776567296, 1744271413776753664, 1/18, O
1744271413776753664, 1744271413776999680, 1/18, O
1744271413776999680, 1744271413777188096, 1/17, O
1744271413777188096, 1744271413777374976, 1/18, O
1744271413777374976, 1744271413777561600, 1/19, O
1744271413777561600, 1744271413777748480, 1/18, O
1744271413777748480, 1744271413777935104, 1/18, O
1744271413777935104, 1744271413778125824, 1/15, O
1744271413778125824, 1744271413778312960, 1/18, O
1744271413778312960, 1744271413778499840, 1/19, O
1744271413778499840, 1744271413778686720, 1/18, O
1744271413778686720, 1744271413778873600, 1/18, O
1744271413778873600, 1744271413779059968, 1/19, O
1744271413779059968, 1744271413779246592, 1/18, O
1744271413779246592, 1744271413779432960, 1/19, O
1744271413779432960, 1744271413779619328, 1/18, O
1744271413779619328, 1744271413779808768, 1/14, O
1744271413779808768, 1744271413779995136, 1/18, O
1744271413779995136, 1744271413780180992, 1/19, O
1744271413780180992, 1744271413780367104, 1/18, O
1744271413780367104, 1744271413780552960, 1/19, O
1744271413780552960, 1744271413780740096, 1/18, O
1744271413780740096, 1744271413780942080, 1/18, O
1744271413780942080, 1744271413781128448, 1/18, O
1744271413781128448, 1744271413781315328, 1/19, O
1744271413781315328, 1744271413781505024, 1/14, O
1744271413781505024, 1744271413781692416, 1/19, O
1744271413781692416, 1744271413781878784, 1/18, O
1744271413781878784, 1744271413782064896, 1/18, O
1744271413782064896, 1744271413782250752, 1/19, O
1744271413782250752, 1744271413782436608, 1/18, O
1744271413782436608, 1744271413782622464, 1/18, O
1744271413782622464, 1744271413782808576, 1/19, O
1744271413782808576, 1744271413782994176, 1/18, O
1744271413782994176, 1744271413783183360, 1/15, O
1744271413783183360, 1744271413783369216, 1/18, O
1744271413783369216, 1744271413783555584, 1/19, O
1744271413783555584, 1744271413783742464, 1/18, O
1744271413783742464, 1744271413783928064, 1/19, O
1744271413783928064, 1744271413784113664, 1/18, O
1744271413784113664, 1744271413784299264, 1/19, O
1744271413784299264, 1744271413784484864, 1/18, O
1744271413784484864, 1744271413784671488, 1/18, O
1744271413784671488, 1744271413784860672, 1/15, O
1744271413784860672, 1744271413785059584, 2/9, O
1744271413785059584, 1744271413785247744, 1/18, O
1744271413785247744, 1744271413785433856, 1/18, O
1744271413785433856, 1744271413785620224, 1/18, O
1744271413785620224, 1744271413785806336, 1/19, O
1744271413785806336, 1744271413785992192, 1/18, O
1744271413785992192, 1744271413786178304, 1/19, O
1744271413786178304, 1744271413786364928, 1/18, O
1744271413786364928, 1744271413786551808, 1/18, O
1744271413786551808, 1744271413786743296, 1/15, O
1744271413786743296, 1744271413786931200, 1/18, O
1744271413786931200, 1744271413787117312, 1/18, O
1744271413787117312, 1744271413787303936, 1/19, O
1744271413787303936, 1744271413787489792, 1/18, O
1744271413787489792, 1744271413787677696, 1/19, O
1744271413787677696, 1744271413787864064, 1/18, O
1744271413787864064, 1744271413788049664, 1/18, O
1744271413788049664, 1744271413788236288, 1/19, O
1744271413788236288, 1744271413788425472, 1/14, O
1744271413788425472, 1744271413788612096, 1/19, O
1744271413788612096, 1744271413788797952, 1/18, O
1744271413788797952, 1744271413788948992, 1/12, O
1744271413788948992, 1744271413789135104, 1/18, O
1744271413789135104, 1744271413789321472, 1/19, O
1744271413789321472, 1744271413789507584, 1/18, O
1744271413789507584, 1744271413789693952, 1/18, O
1744271413789693952, 1744271413789880320, 1/19, O
1744271413789880320, 1744271413790069760, 1/14, O
1744271413790069760, 1744271413790255872, 1/19, O
1744271413790255872, 1744271413790441728, 1/18, O
1744271413790441728, 1744271413790627840, 1/19, O
1744271413790627840, 1744271413790814208, 1/18, O
1744271413790814208, 1744271413791000064, 1/18, O
1744271413791000064, 1744271413791187200, 1/19, O
1744271413791187200, 1744271413791373056, 1/18, O
1744271413791373056, 1744271413791559168, 1/19, O
1744271413791559168, 1744271413791751168, 1/16, O
1744271413791751168, 1744271413791938560, 1/17, O
1744271413791938560, 1744271413792124928, 1/18, O
1744271413792124928, 1744271413792311040, 1/19, O
1744271413792311040, 1744271413792496896, 1/18, O
1744271413792496896, 1744271413792683008, 1/18, O
1744271413792683008, 1744271413792868864, 1/19, O
1744271413792868864, 1744271413793058560, 2/7, O
1744271413793058560, 1744271413793245440, 1/18, O
1744271413793245440, 1744271413793431808, 1/18, O
1744271413793431808, 1744271413793621760, 1/15, O
1744271413793621760, 1744271413793808640, 1/18, O
1744271413793808640, 1744271413793994240, 1/19, O
1744271413793994240, 1744271413794180096, 1/18, O
1744271413794180096, 1744271413794366208, 1/18, O
1744271413794366208, 1744271413794552064, 1/19, O
1744271413794552064, 1744271413794739200, 1/18, O
1744271413794739200, 1744271413794925312, 1/19, O
1744271413794925312, 1744271413795137536, 1/17, O
1744271413795137536, 1744271413795326976, 1/15, O
1744271413795326976, 1744271413795513344, 1/18, O
1744271413795513344, 1744271413795699200, 1/19, O
1744271413795699200, 1744271413795884800, 1/18, O
1744271413795884800, 1744271413796070656, 1/19, O
1744271413796070656, 1744271413796257280, 1/18, O
1744271413796257280, 1744271413796443392, 1/18, O
1744271413796443392, 1744271413796629248, 1/19, O
1744271413796629248, 1744271413796814848, 1/18, O
1744271413796814848, 1744271413797012736, 1/10, O
1744271413797012736, 1744271413797205248, 1/14, O
1744271413797205248, 1744271413797391872, 1/18, O
1744271413797391872, 1744271413797577984, 1/19, O
1744271413797577984, 1744271413797763840, 1/18, O
1744271413797763840, 1744271413797949952, 1/18, O
1744271413797949952, 1744271413798135552, 1/19, O
1744271413798135552, 1744271413798322432, 1/18, O
1744271413798322432, 1744271413798508544, 1/19, O
1744271413798508544, 1744271413798693888, 1/18, O
1744271413798693888, 1744271413798883072, 1/15, O
1744271413798883072, 1744271413799069696, 1/18, O
1744271413799069696, 1744271413799256064, 1/18, O
1744271413799256064, 1744271413799441920, 1/19, O
1744271413799441920, 1744271413799627776, 1/18, O
1744271413799627776, 1744271413799813888, 1/19, O
1744271413799813888, 1744271413799999488, 1/18, O
1744271413799999488, 1744271413800186112, 1/19, O
1744271413800186112, 1744271413800372224, 1/18, O
1744271413800372224, 1744271413800562944, 1/15, O
1744271413800562944, 1744271413800750336, 1/18, O
1744271413800750336, 1744271413801007616, 1/18, O
1744271413801007616, 1744271413801197312, 1/16, O
1744271413801197312, 1744271413801384704, 1/19, O
1744271413801384704, 1744271413801571584, 1/18, O
1744271413801571584, 1744271413801758464, 1/18, O
1744271413801758464, 1744271413801945344, 1/19, O
1744271413801945344, 1744271413802131968, 1/18, O
1744271413802131968, 1744271413802322432, 1/15, O
1744271413802322432, 1744271413802509056, 1/18, O
1744271413802509056, 1744271413802695424, 1/18, O
1744271413802695424, 1744271413802882048, 1/19, O
1744271413802882048, 1744271413803068928, 1/18, O
1744271413803068928, 1744271413803255808, 1/19, O
1744271413803255808, 1744271413803442432, 1/18, O
1744271413803442432, 1744271413803630336, 1/18, O
1744271413803630336, 1744271413803819264, 1/19, O
1744271413803819264, 1744271413804009728, 1/15, O
1744271413804009728, 1744271413804198656, 1/18, O
1744271413804198656, 1744271413804385536, 1/18, O
1744271413804385536, 1744271413804576000, 1/18, O
1744271413804576000, 1744271413804762880, 1/19, O
1744271413804762880, 1744271413804960768, 1/16, O
1744271413804960768, 1744271413805150208, 1/18, O
1744271413805150208, 1744271413805338368, 1/18, O
1744271413805338368, 1744271413805524736, 1/18, O
1744271413805524736, 1744271413805711360, 1/18, O
1744271413805711360, 1744271413805901824, 1/15, O
1744271413805901824, 1744271413806089472, 1/18, O
1744271413806089472, 1744271413806276864, 1/17, O
1744271413806276864, 1744271413806463744, 1/19, O
1744271413806463744, 1744271413806650112, 1/18, O
1744271413806650112, 1744271413806836992, 1/18, O
1744271413806836992, 1744271413807023616, 1/19, O
1744271413807023616, 1744271413807210496, 1/18, O
1744271413807210496, 1744271413807398400, 1/19, O
1744271413807398400, 1744271413807590144, 1/14, O
1744271413807590144, 1744271413807779072, 1/18, O
1744271413807779072, 1744271413807967744, 1/18, O
1744271413807967744, 1744271413808155648, 1/18, O
1744271413808155648, 1744271413808347904, 1/19, O
1744271413808347904, 1744271413808535552, 1/18, O
1744271413808535552, 1744271413808722688, 1/18, O
1744271413808722688, 1744271413808985600, 1/18, O
1744271413808985600, 1744271413809178880, 1/14, O
1744271413809178880, 1744271413809371136, 0/14, X
1744271413809371136, 1744271413809561088, 1/19, O
1744271413809561088, 1744271413809748736, 1/18, O
1744271413809748736, 1744271413809936640, 1/18, O
1744271413809936640, 1744271413810123264, 1/19, O
1744271413810123264, 1744271413810311424, 1/18, O
1744271413810311424, 1744271413810499072, 1/18, O
1744271413810499072, 1744271413810685952, 1/18, O
1744271413810685952, 1744271413810873600, 1/18, O
1744271413810873600, 1744271413811063040, 1/17, O
1744271413811063040, 1744271413811253504, 1/16, O
1744271413811253504, 1744271413811441920, 1/18, O
1744271413811441920, 1744271413811628288, 1/19, O
1744271413811628288, 1744271413811815936, 1/18, O
1744271413811815936, 1744271413812004608, 1/18, O
1744271413812004608, 1744271413812196608, 1/19, O
1744271413812196608, 1744271413812394496, 1/15, O
1744271413812394496, 1744271413812591104, 1/16, O
1744271413812591104, 1744271413812787200, 1/13, O
1744271413812787200, 1744271413812968448, 1/10, O
1744271413812968448, 1744271413813162496, 1/11, O
1744271413813162496, 1744271413813349888, 1/18, O
1744271413813349888, 1744271413813541632, 1/18, O
1744271413813541632, 1744271413813735936, 1/16, O
1744271413813735936, 1744271413813927424, 1/17, O
1744271413813927424, 1744271413814122240, 1/17, O
1744271413814122240, 1744271413814309632, 1/18, O
1744271413814309632, 1744271413814497024, 1/16, O
1744271413814497024, 1744271413814684160, 1/18, O
1744271413814684160, 1744271413814876160, 1/16, O
1744271413814876160, 1744271413815063552, 1/17, O
1744271413815063552, 1744271413815249920, 1/19, O
1744271413815249920, 1744271413815438336, 1/18, O
1744271413815438336, 1744271413815630848, 1/15, O
1744271413815630848, 1744271413815822848, 1/17, O
1744271413815822848, 1744271413816017664, 1/17, O
1744271413816017664, 1744271413816217088, 1/17, O
1744271413816217088, 1744271413816410368, 1/17, O
1744271413816410368, 1744271413816598528, 1/19, O
1744271413816598528, 1744271413816794368, 2/13, O
1744271413816794368, 1744271413817028352, 1/11, O
1744271413817028352, 1744271413817234688, 1/13, O
1744271413817234688, 1744271413817439488, 1/13, O
1744271413817439488, 1744271413817632000, 2/13, O
1744271413817632000, 1744271413817820928, 1/18, O
1744271413817820928, 1744271413818011904, 1/18, O
1744271413818011904, 1744271413818199296, 1/19, O
1744271413818199296, 1744271413818402048, 1/14, O
1744271413818402048, 1744271413818603520, 1/15, O
1744271413818603520, 1744271413818791680, 1/16, O
1744271413818791680, 1744271413818990336, 1/14, O
1744271413818990336, 1744271413819177984, 1/16, O
1744271413819177984, 1744271413819369216, 1/18, O
1744271413819369216, 1744271413819566080, 2/16, O
1744271413819566080, 1744271413819753984, 1/16, O
1744271413819753984, 1744271413819981312, 1/17, O
1744271413819981312, 1744271413820169984, 1/17, O
1744271413820169984, 1744271413820366848, 1/17, O
1744271413820366848, 1744271413820562432, 1/14, O
1744271413820562432, 1744271413820768256, 1/16, O
1744271413820768256, 1744271413820986112, 1/10, O
1744271413820986112, 1744271413821192704, 1/3, O
1744271413821192704, 1744271413821395456, 1/12, O
1744271413821395456, 1744271413821595904, 1/13, O
1744271413821595904, 1744271413821794560, 1/14, O
1744271413821794560, 1744271413821999616, 1/13, O
1744271413821999616, 1744271413822201600, 1/14, O
1744271413822201600, 1744271413822400768, 1/13, O
1744271413822400768, 1744271413822602496, 1/13, O
1744271413822602496, 1744271413822802176, 1/14, O
1744271413822802176, 1744271413823000320, 1/11, O
1744271413823000320, 1744271413823202816, 1/14, O
1744271413823202816, 1744271413823401472, 1/13, O
1744271413823401472, 1744271413823598592, 1/13, O
1744271413823598592, 1744271413823808256, 2/10, O
1744271413823808256, 1744271413824011008, 1/12, O
1744271413824011008, 1744271413824214528, 1/13, O
1744271413824214528, 1744271413824416256, 1/13, O
1744271413824416256, 1744271413824612864, 1/13, O
1744271413824612864, 1744271413824814336, 1/13, O
1744271413824814336, 1744271413825030656, 1/7, O
1744271413825030656, 1744271413825224704, 1/14, O
1744271413825224704, 1744271413825431808, 1/17, O
1744271413825431808, 1744271413825624320, 1/18, O
1744271413825624320, 1744271413825813248, 1/18, O
1744271413825813248, 1744271413826002944, 1/18, O
1744271413826002944, 1744271413826195456, 1/14, O
1744271413826195456, 1744271413826384128, 1/18, O
1744271413826384128, 1744271413826572288, 1/18, O
1744271413826572288, 1744271413826760960, 1/19, O
1744271413826760960, 1744271413826949632, 1/18, O
1744271413826949632, 1744271413827137536, 1/18, O
1744271413827137536, 1744271413827325696, 1/18, O
1744271413827325696, 1744271413827514368, 1/18, O
1744271413827514368, 1744271413827702784, 1/19, O
1744271413827702784, 1744271413827897344, 1/11, O
1744271413827897344, 1744271413828085504, 1/18, O
1744271413828085504, 1744271413828274176, 1/18, O
1744271413828274176, 1744271413828462336, 1/18, O
1744271413828462336, 1744271413828651776, 1/18, O
1744271413828651776, 1744271413828839424, 1/19, O
1744271413828839424, 1744271413829028608, 2/8, O
1744271413829028608, 1744271413829217536, 1/18, O
1744271413829217536, 1744271413829406464, 1/18, O
1744271413829406464, 1744271413829594880, 1/19, O
1744271413829594880, 1744271413829786624, 1/14, O
1744271413829786624, 1744271413829975040, 1/18, O
1744271413829975040, 1744271413830163456, 1/18, O
1744271413830163456, 1744271413830352640, 1/18, O
1744271413830352640, 1744271413830540800, 1/17, O
1744271413830540800, 1744271413830729216, 1/19, O
1744271413830729216, 1744271413830917376, 1/18, O
1744271413830917376, 1744271413831105536, 1/18, O
1744271413831105536, 1744271413831293952, 1/18, O
1744271413831293952, 1744271413831516672, 1/15, O
1744271413831516672, 1744271413831706880, 1/18, O
1744271413831706880, 1744271413831895552, 1/18, O
1744271413831895552, 1744271413832084992, 1/18, O
1744271413832084992, 1744271413832273664, 1/18, O
1744271413832273664, 1744271413832462592, 1/18, O
1744271413832462592, 1744271413832651264, 1/18, O
1744271413832651264, 1744271413832842496, 1/19, O
1744271413832842496, 1744271413833034752, 2/8, O
1744271413833034752, 1744271413833223680, 1/17, O
1744271413833223680, 1744271413833417728, 2/12, O
1744271413833417728, 1744271413833606912, 1/18, O
1744271413833606912, 1744271413833794560, 1/18, O
1744271413833794560, 1744271413833981696, 1/18, O
1744271413833981696, 1744271413834168832, 1/19, O
1744271413834168832, 1744271413834392064, 1/17, O
1744271413834392064, 1744271413834579200, 1/19, O
1744271413834579200, 1744271413834766080, 1/18, O
1744271413834766080, 1744271413834953472, 1/18, O
1744271413834953472, 1744271413835142912, 1/15, O
1744271413835142912, 1744271413835330048, 1/18, O
1744271413835330048, 1744271413835516928, 1/18, O
1744271413835516928, 1744271413835703808, 1/19, O
1744271413835703808, 1744271413835890176, 1/18, O
1744271413835890176, 1744271413836077312, 1/18, O
1744271413836077312, 1744271413836269824, 1/17, O
1744271413836269824, 1744271413836476160, 1/18, O
1744271413836476160, 1744271413836665344, 1/13, O
1744271413836665344, 1744271413836859648, 1/14, O
1744271413836859648, 1744271413837073152, 2/6, O
1744271413837073152, 1744271413837267968, 1/8, O
1744271413837267968, 1744271413837458176, 1/18, O
1744271413837458176, 1744271413837648640, 1/18, O
1744271413837648640, 1744271413837842944, 1/18, O
1744271413837842944, 1744271413838033920, 1/11, O
1744271413838033920, 1744271413838224128, 1/12, O
1744271413838224128, 1744271413838412800, 0/18, X
1744271413838412800, 1744271413838600704, 1/18, O
1744271413838600704, 1744271413838788864, 1/17, O
1744271413838788864, 1744271413838977280, 1/18, O
1744271413838977280, 1744271413839169280, 1/14, O
1744271413839169280, 1744271413839357952, 1/18, O
1744271413839357952, 1744271413839546112, 1/18, O
1744271413839546112, 1744271413839734528, 1/19, O
1744271413839734528, 1744271413839922176, 1/18, O
1744271413839922176, 1744271413840108800, 1/18, O
1744271413840108800, 1744271413840296448, 2/17, O
1744271413840296448, 1744271413840485632, 1/18, O
1744271413840485632, 1744271413840673536, 1/19, O
1744271413840673536, 1744271413840866304, 1/14, O
1744271413840866304, 1744271413841065984, 1/5, O
1744271413841065984, 1744271413841274112, 1/15, O
1744271413841274112, 1744271413841469440, 1/15, O
1744271413841469440, 1744271413841665280, 1/17, O
1744271413841665280, 1744271413841853952, 1/16, O
1744271413841853952, 1744271413842040576, 1/19, O
1744271413842040576, 1744271413842226688, 1/18, O
1744271413842226688, 1744271413842413056, 1/19, O
1744271413842413056, 1744271413842599680, 1/18, O
1744271413842599680, 1744271413842786816, 1/18, O
1744271413842786816, 1744271413842980352, 1/15, O
1744271413842980352, 1744271413843167232, 1/18, O
1744271413843167232, 1744271413843354624, 1/19, O
1744271413843354624, 1744271413843540992, 1/18, O
1744271413843540992, 1744271413843728896, 1/18, O
1744271413843728896, 1744271413843915520, 1/19, O
1744271413843915520, 1744271413844102656, 1/18, O
1744271413844102656, 1744271413844289536, 1/19, O
1744271413844289536, 1744271413844476928, 1/18, O
1744271413844476928, 1744271413844666624, 1/14, O
1744271413844666624, 1744271413844854784, 1/19, O
